Argomento;Numero;Cognome;Nome;Titolo;Descrizione;Prezzo;Soffietto;
Locale | Piemonte;959;Pauletti;Giovanni Andrea.;Storia di Torino e del Ducato di Savoia.;A cura di Ada Peyrot e Roccia Rosanna. Torino. Teca 1994, 8°, pp. lx - 142, con ill. n.t. Leg. edit., sovracc.  Ristampa anastatica dell'edizione padova 1676.;€ 15;
Locale | Puglia;960;Dandolo;Francesco Carlo. ;La proprietà monastica in Puglia nella prima metà dell'Ottocento. ;Napoli, Istituto Italiano per gli Studi Filosofici 1994, 8°, pp. 322.;€ 12;
Locale | Puglia;961;Fella Francesco, Marcoleoni;Francesca P.;La Confraternita di S. Maria del Monte Carmelo nella storia di Taranto.;Bari. La Rinascita 1979, 8°, pp. Vii - 432, con 21 figure bn ft.;€ 20;
Locale | Puglia;962;Monte Antonio, Presicce Maria Grazia.;;L'arte della tessitura nel Salento. ;L'industria tessile casalinga tra memoria, conservazione e valorizzazione. Narni. Crace 2010, 8°, pp. 180, con ill. n.t.;€ 10;
Locale | Puglia;963;Ottolino;Maria.;Commercio e iniziativa in Puglia 1876-1914.;Napoli. Pironti 1981, 8°, pp. 232.;€ 13;
Locale | Puglia;964;Ottolino;Maria.;Commercio e iniziativa marittima in Puglia 1876-1914. ;Napoli. Lucio Pironti 1981, 8°, pp. 232.;€ 12;
Locale | Roma;965;Andersen;Hans Christian.;Diari Romani ;a cura di Bruno Berni. Roma. Libreria dello Stato 2008, 8°, pp. 166, con ill. a colori nel t.;€ 18;
Locale | Roma;966;Andersen;Hans Christian.;Un racconto romano.;L'Improvvisatore. Introduzione di Atanasio Mozzillo. Presentazione di Luigi Malerba. Napoli. Guida 1984, 4°, pp. 176, con 32 illustrazioni in nero e a colori.;€ 20;
Locale | Roma;967;Autori diversi.;;Les francais a Rome. Résidents et Voyageurs dans la Ville Eternelle de la Renaissance aux débuts du Romantisme. ;Paris. 1961, 8°, pp. 276, con 14 tavole f.t. ;€ 14;
Locale | Roma;968;Bellonzi;Fortunato.;Due storie romane;con ventotto disegni di Orfeo Tamburi. Milano. Ferriani, 1961, 16°, pp. 118. ;€ 10;
Locale | Roma;969;Faldella;Giovanni.;Viaggio a Roma senza vedere il Papa.;A cura di Caterina De Caprio. Napoli. Libreria Dante & Descartes 2002, 8°, pp. 118.;€ 10;
Locale | Roma;970;Fasola;Umberto M.;Orme sulla roccia. Pietro e Paolo a Roma. ;Firenze. Visio 1980, 8° quadrotto, pp. 176, con moltissime ill. in nero e a colori.;€ 15;
Locale | Roma;971;Grossi-Gondi;F., S.I.;L'Arco di Costantino.;Seconda edizione a cura del Comitato Romano delle Feste Costantinianr. Roma. Stab. Tip. Befani 1913, 8°, pp.  48, con 6 figure n.t.;€ 14;
Locale | Roma;972;Hertling L., Kirschbaum E.;;Le catacombe romane e i loro martiri. ;Roma. Pontificia Università Gregoriana 1949, 8°, pp. Xiv - 264, con 30 illustrazioni f.t.;€ 25;
Locale | Sicilia;973;Bonetta;Gaetano.;Istruzione e società nella Sicilia dell'Ottocento.;Palermo. Sellerio 1981, 8°, pp. 310.;€ 13;
Locale | Sicilia;974;Brancato;Francesco.;Storiografia e politica nella Sicilia dell'Ottocento.;Palermo. Flaccovio 1976, 8°, pp. 276. Bross. edit., sovracc. ill. ;€ 13;
Locale | Sicilia;975;Di Mino;Calogero.;Il teatro siciliano nella tradizione mediterranea. ;"Catania. ""La Navicella"" 1962, 8°, pp. 188, con 8 tavole f.t. Leg. t.t. edit., titoli e fregi in oro. ";€ 18;
Locale | Sicilia;976;Filangeri;Camillo.;Steri e metafora.;I Palazzi Chiaramontani di Palermo e di Favara. S. Agata di Militello 2000, 4°, pp. 140, con 33 tavole in nero f.t.;€ 15;
Locale | Sicilia;977;Giarrizzo;Giuseppe.;Catania.;Roma-Bari. Laterza 1986, 8°, pp. 360. Leg. tutta tela edit., sovracc. ill. ;€ 12;
Locale | Sicilia;978;Lanza;Angela. ;Sono stata Orsa a Brauron.;Storie di lotte contadine al femminile in Sicilia. Refazione di Renate Siebert. Soveria Mannelli. Rubbettino 1999, 8#, pp. 160. ;€ 10;
Locale | Sicilia;979;Mazzarella;Salvatore.;Vincenzo Di Bartolo da Ustica (1802-1849).;Palermo. Sellerio 1987, 16°, pp. 148, con 27 figure  e 1 carta ripieg. f.t.;€ 10;
Locale | Sicilia;980;Renda;Francesco.;Bernardo Tanucci e i beni dei Gesuiti in Sicilia.;Roma. Storia e Letteratura 1974, 8°, grande, pp. 680. Brossura un po' rovinata, per il resto ottimo esemplare.;€ 15;
Locale | Sicilia;981;Stazzone;Cecilia Marchese De Gregorio.;Fra Scilla e Cariddi. Racconto.;Firenze. Coi tipi di M. Cellini 1871,16°, pp. 334. Leg. t.t. edit., tracce d'uso.;€ 15;
Locale | Toscana;982;Autori diversi.;;Le nostre orme.;Per una storia del lavoro e delle organizzazioni operaie e contadine. Roma. Ediesse 1988, 8°, pp. 276. Leg. edit., sovracc.;€ 12;
Locale | Toscana;983;Bogazzi;Giorgio.;Marina di Carrara ieri, oggi, domani.;Editrice Apuana 1979, 8°, pp. 184, con molte tavole a colori n.t. Invio autografo con dedica.;€ 12;
Locale | Toscana;984;Bonelli Concina Lucia, Brilli Attilio, ;Cantello Giuseppe (a cura).;Il paesaggio toscano.;L'opera dell'uomo e la nascita di un mito. Firenze. Monte dei Paschi di Siena 2004, 4°, pp. 582, con centinaia di illustrazioni in nero e a colori nel testo. Leg. tutta tela edit., sovracc. ill. ;€ 14;
Locale | Toscana;985;Bonelli Conenna;Lucia (a cura).;Castenuovo Berardenga nel XVII secolo.;Terra di signori e contadini, mercanti ed ecclesiastici (La relazione Gherardini del 1676). Montepulciano. Del Grifo1987, 8°, pp. 104, con ill. in nero e a colori.;€ 10;
Locale | Toscana;986;;;Guida Artistica di Firenze e dintorni;con vedute, Pianta della Città e Cataloghi delle Gallerie e Musei. Firenze, 1911, 16#, pp. 224 + xxxvi di Catalogo degli Uffizi e Pitti, con ill. nel e 2 tavole fuori testo.;€ 15;
Locale | Umbria;987;Grondona ;Carlo.;Todi.;Guida storica ed artistica. Marsciano (Pg), 1973, 16°, pp. 176, con ill. ;€ 12;
Locale | veneto;988;Scarabello;Giovanni.;Carcerati e carcerieri a Venezia nell'età moderna.;Roma. Istituto Enciclopedia Italiana 1979, 16°, pp. 220.;€ 14;
Locale | Veneto ;989;Scarpari;Gianfranco.;Le Ville Venete.;Dalle mirabili architetture del Palladio alle grandiose dimore del Settecento. Roma. Newton Compton 1984, 8°, pp. 320, con centinaia di ill. n.t. Leg. edit., sovracc. ill. ;€ 14;
Locale | Veneto ;990;Ventura ;Angelo.;Padova.;Roma-Bari. Laterza 1989, 8°, pp. 446. Leg. tutta tela edit., sovracc. ill. ;€ 12;
manuali hoepli;991;Aloisi;P.;I minerali delle rocce e la loro determinazione per mezzo del microscopio.;Milano 1929, 16°, pp. Viii - 392, con 129 figure, tabelle ed una tavola cromolitografica. Leg. edit. Firma d'app. alla prima e terza pagina bianca.;€ 50;
Manuali Hoepli;992;Antonini;Giuseppe. ;I principi fondamentali della Antropologia Criminale.;Guida per i giudizi medico-forensi nelle questioni di imputabilità. Milano. 1906, 16°, pp. viii - 168+ 64 pp. di catalogo. Leg. t.t. edit., titole e figure impresse. Non comune.;€ 90;
manuali hoepli;993;Astillero;Raimondo.;Grafologia scientifica.;Milano 1920, 16°, pp. Xxvii - 242, con 201 facsimili di tipi di scritture e autografi di persone celebri. Timbretto di biblioteca privata.;€ 40;
manuali hoepli;994;Barbieri;A.;Poligonazione Tacheometria.;Norme pratiche per il rilevamento planimetrico delle linee poligonali e per il calcolo. Milano 1915, 16°, pp. xv - 246 con 76 incisioni;€ 20;
manuali hoepli;995;Bonci;E.;Elementi della teoria delle ombre.;Milano 1929, 16°, pp. xii - 326, con 34 figure intercalate e 6 tavole ft.;€ 16;
manuali hoepli;996;Braidotti;Mario.;Il contabile di se stesso.;Milano 1931, 16°, pp. x - 102, con 3 tavole ripieg.;€ 14;
manuali hoepli;997;Caccia;A.;Costruzione trasformazione ed ampliamento delle città.;Compilato sulla traccia dello Stadtebau di J. Stubben.  Milano 1915, 16°, pp. xi - 292 con 250 incisioni.;€ 28;
manuali hoepli;998;Colleoni;Aldo.;Il lavandaio moderno.;Ricettario chimico per liscivie e saponi processi, macchinari ed apparecchi nelle lavanderie a vapore. Milano 1924, 16°, pp. xii – 268, con 146 incisioni nel testo. Prima edizione.;€ 90;
manuali hoepli;999;Fava;U.A.;La catalisi e le sue applicazioni industriali.;Milano 1924, 16°, pp. xi - 358.;€ 20;
manuali hoepli;1000;Fenini;Cesare.;Letteratura italiana dalle origini al 1748.;Sesta edizione rifatta. Milano 1908, 16°, pp. 270.;€ 18;
manuali hoepli;1001;Ferreri Mitoldi;S.;Elementi di agrimensura.;Seconda edizione ampliata. Milano 1914, 16°, pp. 202, con 240 incisioni e una tavola colorata.;€ 15;
manuali hoepli;1002;"Frazzoni.
";Damaso.; L'imbianchino.;Decoratore - stuccatore. Seconda edizione aumentata. Milano 1925, 16°, pp. 280. Legatura editoriale.;€ 30;
manuali hoepli;1003;Funaro;Angiolo.;I concimi.;Terza edizione. Milano 1908, 16°, pp. Vi - 306. Dorso un po’ rovinato per il resto ottimo.;€ 18;
manuali hoepli;1004;Gasparelli;Luigi.;Il geometra.;Guida pratica per il rilievo dei terreni. Quarta edizione. Milano 1945, 16°, pp. xii - 176.;20;
manuali hoepli;1005;Ghersi;Italo.;Metodi per risolvere i problemi di geometria elementare.;Milano 1925, 16°, pp. 282, con 311 problemi ed esercizii.;€ 18;
manuali hoepli;1006;Gola;E.;La strada moderna.;Le macchine per i servizi stradali. Milano 1926, 16°, pp. 118, con 36 figure.;€ 25;
manuali hoepli;1007;Krohnke;G. H. A.;Manuale del tracciamento delle curve delle ferrovie e strade carrettiere.;Milano 1938, 16°, pp. 168. Tratti di matita a margine.;€ 15;
manuali hoepli;1008;Mazzocchi;Luigi.;Asfalto bitume e catrame;Composizioni, proprietà, miniere, preparazioni, sofisticazioni, applicazioni nelle opere edili e stradali. Milano 1920, 16°, pp. xi - 184.;€ 20;
manuali hoepli;1009;Ranelletti;C.;Applicazioni di geometria descrittiva. ;Teoria delle ombre, taglio delle pietre, taglio dei legnami. Milano 1922, 16°, pp. 202, con 133 figure espressamente disegnate.;€ 20;
manuali hoepli;1010;Ranelletti;C.;Elementi di geometria descrittiva ad uso dei RR. Istituti tecnici.;Milano 1923, 16°, pp. xii - 198, con 141 incisioni.;€ 16;
manuali hoepli;1011;Ronchetti;G.;Grammatica del disegno.;Seconda edizione. Milano 1915, 16°, pp. 224 con 43 figure, 64 schizzi e 95 modelli.;€ 28;
manuali hoepli;1012;Rumor C.;Strohmenger G.; Riscaldamento ventilazioni impianti sanitari.; Milano 1926, 16°, pp. 306, con incisioni e 97  tabelle.;€ 15;
manuali hoepli;1013;Sabatini;W.;I cementi armati ad uso dei capomastri.;Seconda edizione riveduta. Milano 1925, 16°, pp. 202 con 83 illustrazioni.;€ 15;
manuali hoepli;1014;Scoto;Saverio.;Stime e liquidazioni dei danni incendio.;Milano 1929, 16°, pp. xii - 326, con 5 tavole ft. Prima edizione.;€ 25;
manuali hoepli;1015;Volpini;Carlo.;Il cavallo.;Il cavallo nell'antichità e nei tempi moderni. Conformazione esterna del cavallo. Appiombi. Bellezze ed imperfezioni del cavallo… Milano 1917, 16°, pp. Xix - 542, con 93 figure e 43 tavole. Leg. edit. Ottimo esemplare.;€ 50;
Manuali Hoepli;1016;Zucca;Alberto. ;Acrobatica e Atletica. ;Milano. 1902, 16°, pp. xxx - 268, con 100 tavole fuori e 42 incisioni nel testo. Leg. t.t. edit., titole e figure impresse. Raro.;€ 180;
Marineria;1017;Beroldi;Silvio.;Navi e Marinai uomini e avventure dell'Italia sul mare.;4 volumi. Milano. Compagnia Generale Editoriale 1979, 8°, pp. 1436 pp. complessive. Moltissime illustrazioni e foto a colori. Leg. edit., sovracc. a colori. Buon esemplare.;€ 60;Opera storica, dall'Unità al secondo dopoguerra. Storia delle flotte nazionali, eroi del mare, grandi navigatori, storia dei vascelli del passato, cantieri, piazzeforti e arsenali, battaglie, ecc. 
Marineria;1018;Dondero;Dario.;L'Arte dei Barcaioli a Genova ;(dal sec. XV al sec. XIX). Note e documenti. Genova. Graphos 1996, 8°, pp. 272.;€ 12;
Marineria;1019;Dumas;Vito.;Solo, su mari impossibili.;Verso la Croce del Sud. I Quaranta Ruggenti. Milano. Mursia 1973, 8°, pp. 264, con 27 ill. e una cartina fuori testo. Leg. edit., sovracc. ill.  ;€ 12;
Marineria;1020;Fraccaroli;Aldo.;Dalla Piroga alla Portaerei.;"Storia della Nave. Milano. Signorelli 1950, 8°, pp. 232, con disegni di F. Pescador e ill. f.t. Collana ""Ragazzi d'Oggi"".";€ 12;
Marxismo;1021;Autori diversi.;;Marx, un secolo.;A cura di Nicolao Merker. Roma. Editori Riuniti 1983, 8°, pp. 194.;€ 12;Il lascito di Marx e noi… ne parlano Filosofi, storici, economisti, sociologi…Testi di Badaloni3 Balibar, cini, Ferrarotti, Galgano, Gerratana, Graziani…
Marxismo;1022;Rubel;Maxmilien.;Karl Marx.;Saggio di biografia intellettuale. Prolegomeni per una sociologia etica.  Milano. Colibrì 2001, 8°, pp. 606. Leg. edit., sovracc. ill. ;€ 12;
Marxismo;1023;Vranicki;Predrag.;Storia del Marxismo.;2 volumi. Roma. Editori Riuniti 1972, 8°, pp. 490+594.;€ 20;
Medicina;1024;Chambard;Ernesto.;I Morfinomani. ;Studio Clinico, Medico-Legale terapeutico. Trad. di Giovanni Giovanelli. Torino. Unione Tipografico-Editore 1894, 8°, pp. 240. Leg. in tela cerata bordeaux con titoli dorati impressi. ;€ 30; Introduzione - Eziologia della Morfinomaia - Sintomatologia della Morfinomania (Stato di soddisfazione) - Sintomatologia della morfinomania (Stato di bisogno) - Complicazioni della morfinomaia - Medicina legale della Morfinomania - Cura della Morfinomania - Prognosi della Morfinomania - Conclusioni - Indice bibliografico.
Medicina;1025;Colucci;Cesare.;Lezioni di Psicologia sperimentale. ;Napoli. G.U.F. Mussolini 1935, 8° grande, pp. 496, con 14 tavolef.t. Leg. mz tela, angoli. Raro.  ;€ 40;
Medicina;1026;Cotugno;Domenico.;De ischiade nervosa commentarius.;Napoli, Simoniana 1799. Unito: Commentario su la sciatica nervosa di Domenico Cotugno recato in italiano dal latino pel Dottor Francesco Morlicchio. Napoli. Stamperia Vico S. Girolamo.  Ristampa anastatica. Bari / Roma. Safra 1986, 8°, pp. Xvi + 162 + 86, con 8 tavole f.t.;€ 15;
Medicina;1027;Jori;Alberto.;Medicina  e medici nell'Antica Grecia. ;Saggio sul Perì Téchnes Ippocratico. Bologna. Il Mulino 1996, 8°, pp. xxii - 452.;€ 24;
Medicina;1028;Loomis;Federico.;Ore di consultazione.;Firenze. Sansoni 1950, 8°, pp. 274. Dorso riparato. ;€ 12;
medicina;1029;Mantegazza;Paolo.;Igiene dell'amore.;Firenze. Marzocco 1942, 8°, pp. 394. Cart. edit.;12;
Medicina;1030;Paolo di Nicea.;;Manuale medico. ;A cura di Anna Maria Ieraci Bio. Napoli. Biblioplois 1996, 8°, pp. 398.;€ 18;"""Di Paolo di Nicea non possediamo alcuna altra notizia. Nell'opera pervenutaci… più volte l'autore si richiama all'autorità di Ippocrate."""
Meridionalismo;1031;Colajanni;Napoleone.;La condizione meridionale.;Scritti e discorsi. A cura di A. Maria Cittadini Ciprì. Prefazione di Massimo Ganci. Napoli. Bibliopolis 1994, 8°, pp. 672.;€ 15;
Meridionalismo;1032;De Lorenzo;Renata.;Società economiche e istruzione agraria nell'Ottocento meridionale.;Milano. Angeli 1998, 8°, pp. 224.;€ 13;
Meridionalismo;1033;Donato Di Marzo - Giustino Fortunato.;;Carteggio 1891 - 1910. ;A cura di Vincenzo Barra. Avellino. Terebinto 2014, 8°, pp. 76.;€ 20;
Meridionalismo;1034;Franchetti;Leopoldo.;Politica e mafia in Scilia.;Gli inediti del 1876. Napoli. Bibliopolis 1995, 8°, pp. 278.;€ 10;
Meridionalismo;1035;Saraceno;Pasquale. ;Il nuovo meridionalismo. ;Napoli. Istituto Italiano per gli Studi Filosofici 1986, 8° grande, pp. 164.;€ 12;
Meridionalismo;1036;Vellante;Sergio (a cura).;Cambiamento tecnologico agroindustriale e lavoro nel Mezzogiorno: Il caso Terra di Lavoro.;Napoli. Curto 1991, 8°, pp. 204.;€ 10;
Meridionalismo;1037;Violi;Roberto P.;La Chiesa nel Sud tra guerra e rinascita democratica.;Bologna.Mulino 1997, 8°, pp. 412.;€ 12;
Militaria;1038;Autori diversi.;;Il recupero di una componente del sistema territorio. ;Torri castelli fortezze nel Mezzogiorno d'Italia. Napoli. Cnr - Ipiget 1988, 8°, pp. 380, con ill. nel testo.;€ 12;
Millenni Einaudi;1039;Dickens;Charles.;David Copperfield.;Prefazione e traduzione di Cesare Pavese. Torino 1965, 8°, pp. x - 876. Leg. edit., sovracc. ill.;€ 38;
Millenni Einaudi;1040;Dostoevskij;Fjodor.;I fratelli Karamazov.;Traduzione di Agostino Villa. 2 volumi. Torino 1962, 8°, pp. xiii - 546 + viii - 606. Legatura editoriale. Lievi ingialliture dovute al tipo di carta.;€ 60;
Millenni Einaudi;1041;Marziale.;;Epigrammi.;Versione di Guido Ceronetti. Con un saggio di Concetto Marchesi. Torino 1964, 8°, pp. Xx - 992. Testo latino a fronte. Leg. edit., Sovracc. ill. Astuccio.;€ 45;
Musicalia;1042;Baratti;Attilio.;Profili di musicisti.;Milano. Steli 1949, 8°, pp. 198.;€ 12;
Musicalia;1043;Borgonovo;Annamaria.;Crosta di pane.;Vita di un artista lirico. Pavia. Editrice Italia Letteraria 1982, 8°, pp. 134, con 19 ill. f.t. Leg. Edit., sovracc. Ill.;€ 10;
Musicalia;1044;Katschthaler;G.B.;Storia della Musica sacra.;Seconda edizione italiana nuovamente rifusa e migliorata con un'Appendice sulla Storia della Riforma Ceciliana in Italia per cura del Sacerdote Paolo Guerrini. Torino. Stemn 1910, 8°, pp. 320. Leg. T.t. tela edit. Con titoli e fregi impressi. Tibro di antica Biblioteca circolante. ;€ 24;
Musicalia;1045;Magnani;Luigi.;Le frontiere della musica. ; Da Monteverdi a Schoenberg. Milano-Napoli. Riccardo Ricciardi 1957, 8°, pp. 330.  Raro.;€ 30;
musicalia;1046;Mila;Massimo.;Letture del Don Giovanni di Mozart.;Torino. Einaudi 2000, 8°, pp. 264.;€ 10;
Musicalia;1047;Salvaneschi;Nino.;Il tormento di Chopin.;Milano. Dall'Oglio 1949, 8°, pp. 246. Tracce del tempo.;€ 10;
Numismatica antica;1048;Autori diversi.;;La monetazione arcaica di Himera fino al 472 a.C.;Atti del II convegno del Centro Internazionale di Studi Numismatici - Napoli 15-19 aprile 1969. Roma. Ist. Italiano di Numismatica 1971, 8°, pp. 388 + 41 tavole fuori testo.;€ 24;
Numismatica antica;1049;Autori diversi.;;La monetazione di bronzo di Poseidonia - Paestum.;Atti del III convegno del Centro Internazionale di Studi Numismatici - Napoli 19-23 aprile 1971. Roma. Ist. Italiano di Numismatica 1973, 8°, pp. 172 + 14 tavole fuori testo.;€ 24;
Numismatica antica;1050;Autori diversi.;;La monetazione di Neapolis nella Campania antica.;Atti del VII convegno del Centro Internazionale di Studi Numismatici - Napoli 20-24 aprile 1977. Roma. Ist. Italiano di Numismatica 1979, 8°, pp. 478 + 25 tavole fuori testo.;€ 20;
Numismatica antica;1051;Autori diversi.;;Le emissioni dei centri Siculi fino all'epoca di Timoleonte e i loro rapporti con la monetazione delle colonie Greche di Sicilia. ;Atti del IV convegno del Centro Internazionale di Studi Numismatici - Napoli 9 - 14 aprile 1973. Roma. Ist. Italiano di Numismatica 1975, 8°, pp. 208 + 25 tavole fuori testo.;€ 24;
Numismatica antica;1052;Autori diversi.;;Le origini della monetazione di bronzo in Sicilia e in Magna Grecia.;Atti del VI convegno del Centro Internazionale di Studi Numismatici - Napoli 17-22 aprile 1977. Roma. Ist. Italiano di Numismatica 1979, 8°, pp. 388 + 41 tavole fuori testo.;€ 25;
Numismtica antica;1053;Cantilena;Renata.;Monete della Campania antica.;Napoli. Banco di Napoli 1988, 4°, pp. 214, con 217 illustrazioni in nero e a colori. Leg. t.t. edit., sovracc. ill. ;€ 35;
Omaggio a Pinocchio;1054;Collodi;Carlo.;Pinocchio.;Illustrato da Andea Delle Donne. Napoli. Arte Tipografica 2009, 8°, pp. 94 di testo e disegni a colori.;€ 10;
Omaggio a Pinocchio;1055;Sherberg;Michael.;Approaches to Teaching Collodi's Pinocchio and Its Adaptations.;New York 2006, 8°, pp. 180.;€ 12;
Omaggio a Totò;1056;Allegri; Giancarlo. ;Vita di Totò principe napoletano e grande attore. ;Milano. Rusconi 1980, 8°, pp. 256, con 8 tavole f.t. Leg. Edit., sovracc. Ill. ;€ 13;
Omaggio a Totò;1057;Bispuri;Ennio.;Totò. Principe Clown. ;Tutti i fil di Totò. Prefazione di Goffredo Fofi. Napoli. Guida 212, 8°, pp. 332, con molte ill. n.t..;€ 12;Bispuri analizza i 97 film interpretatri da Totò, mettendio in evidenza gli aspetti salienti e ricorrenti del grande comico.
Omaggio a Totò;1058;de Curtis Liliana, Amorosi ;Matilde (a cura).;Sostiene Totò.;Milano. Rizzoli 2004, 8°, pp. 278. Leg. edit., sovracc. ill. ;€ 10;Le migliori battute di Totò.
Omaggio a Totò;1059;Faldini Franca, Fofi Goffredo.;;Totò l'uomo e la maschera. ;Napoli. L'ancora del Mediterraneo 2000, 8°, pp. 304.;€ 14;Totò visto dal critico che ha iniziato la sua rivalutazione…
Omaggio a Totò;1060;Guarini;Ruggero (a cura).;Tuttototò;ovvero l'unica raccolta completa di tutte le poesie e canzoni con numerosi inediti e una scelta degli sketch più divertenti. Note e testi critici di Costanzo Ioni. Roma. Gremese 1999, 8°, pp. 320.;€ 10;
Omaggio a Totò;1061;Perrone Burali d'Arezzo;Paolo.;Totò e Onorato.;Il principe della comicità e il principe della caricatura teatrale.  Interventi di Mario Scaccia e Mario Verdone. Milano. Nuove Edizioni Culturali 1999, 8°, pp. 174, con moltissime illustrazioni in nero e a colori. Raro.;€ 18;Totò e Onorato furono molto amiciper decenni. L'artista lavoròper gli spettacoli di Totò ed inoltre lo ritrasse un numero imprecisabile di volte.
Psicoloanalisi | Sogno;1062;Aeppli;Ernst.;I sogni e la loro interpretazione.;Con la spiegazione di 500 simboli onirici. Roma Astrolabio 1963, 8°, pp. 278. Tracce d'uso: glosse e appunti a biro nel testo.;€ 10;
Psicoloanalisi | Sogno;1063;Aprile;Giuseppe.;Guida all'interpretazione dei sogni. ;Milano. Armenia 1984, 8°, pp. 282.;€ 10;
Psicoloanalisi | Sogno;1064;Gutheil;Emil A.;Manuale per l'analisi del sogno.;Contiene l'analisi di oltre 600 sogni. Roma Astrolabio 1972, 8°, pp. 546.;€ 14;
Psicoloanalisi | Sogno;1065;Hagge;Marco.;Il sogno e la scrittura.;saggio di onirologia letteraria. Firenze . Sansoni 1986, 8°, pp. 294. Poche note a matita.;€ 10;
Psicoloanalisi | Sogno;1066;Maillant;Charles.;Il codice dei sogni.;Milano. Mondadori 1991, 8°, pp. 340. Sporadiche glosse scritte con la biro.;€ 8;
Psicoloanalisi | Sogno;1067;Monte;Francesco.;Magia dei sogni.;Miti e simboli onirici. Roma. Mediterranee 1978, 8°, pp. 266.  Alcune glosse scritte con la biro.;€ 10;
Psicoloanalisi | Sogno;1068;Schiavolena;Clara.;Dizionario erotico dei sogni. ;Roma. Bietti 1979, 8°, pp. 288. ;€ 13;
Psicoloanalisi | Sogno;1069;Strephon Kaplan ;Williams.;Manuale d'interpretazione dei sogni.;Roma. Newton Compton 1988, 4°, pp. 288, con ill. nel testo.;€ 12;«Una guida pratica per scoprire e sviluppare tutti gli aspetti del mondo onirico…»
Psicoloanalisi | Sogno;1070;Whitmont Edward C., Brinton Perera;Sylvia.;Il linguaggio dei sogni.;Simboli e interpretazioni. Roma Astrolabio 1991, 8°, pp. 222. Sporadiche tracce di matita.;€ 10;
Psicologia | Psichiatria | Psicoanalisi;1071;Bettelheim;Bruno.;Il mondo incantato.;Uso, importanza e significati delle fiabe. Milano. Feltrinelli 1979, 8°, pp. 310. Tracce d'uso.;€ 12;
Psicologia | Psichiatria | Psicoanalisi;1072;Dubos;Renè.;I sogni della ragione.;Torino. Boringhieri 1962, 8°, pp. 162. Bross. edit. sovracc. ill.;€ 12;
Psicologia | Psichiatria | Psicoanalisi;1073;Jung;Carl Gustav.;Risposta a Giobbe.;Milano. Il Saggiatore 1965, 8°, pp. 182. ;€ 12;una lettura su molteplici versanti…
Psicologia | Psichiatria | Psicoanalisi;1074;Mead;George. H.;Mente sé e società.;Dal punto di vista di un psicologo comportamentista. Firenze. Barbèra 1966, 8°, pp. 384. Leg. t.t. edit., sovracc. Con piccole mancanze-;€ 12;
Psicologia | Psichiatria | Psicoanalisi;1075;Mecacci;Luciano.;Cervello e storia.;Ricerche sovietiche di neurofisiologia e psicologia. Roma. Editori Riuniti 1977, 8°, pp. 182.;€ 12;
Psicologia | Psichiatria | Psicoanalisi;1076;Morselli;Enrico.;La psicanalisi.;Studii ed appunti Critici. 2 volumi. Milano. Bocca 1947, 8°, pp. XII+ 374+ VIII+ 410, con Xi tavole e 5 figure nt. Riparazione al piatto del I° volume, per il resto ottimo.;€ 30;Tomo primo: La dottrina. Tomo secondo: La Pratica.
Psicologia | Psichiatria | Psicoanalisi;1077;Musatti;Cesare L.;Trattato di Psicoanalisi.;Torino. Bollati Boringhieri 1977, 8°, pp. 402. ;€ 15;
Psicologia | Psichiatria | Psicoanalisi;1078;Piaget Jean;ed altri.;L'intelligenza.;Torino. Einaudi 1976, 8°, pp. Xiv - 362.;€ 10;
Psicologia | Psichiatria | Psicoanalisi;1079;Piaget Jean;ed altri.;La percezione.;Torino. Einaudi 1975, 8°, pp. Xii - 402.;€ 10;
Psicologia | Psichiatria | Psicoanalisi;1080;Rapoport;Anatol.;Strategia e coscienza. ;Intraduzione di G.B. Zorzoli. Milano. Bompiani 1969, 8°, pp. 418.;€ 12;
Religioni | Cristianesimo;1081;Baget Bozzo;Gianni.;Le metamorfosi della cristianità.;Chiesa, socialismo, società tecnologica. Milano. Sugar 1991, 8°, pp. 190.;€ 10;
Religioni | Cristianesimo;1082;Burgalassi;Silvano.;Il comportamento religioso degli italiani.;Prefazione del Card. Giacomo Lercaro. Firenze. Vallecchi 1968, 8°, pp. xi - 374, con 21 figure.;€ 13;
Religioni | Cristianesimo;1083;Colombo;Sisto.;Primavera cristiana.;Studi e documenti sulla Chiesa Antica. Torino. Sei 1939, 8°, pp. xii - 430.;€ 14;
Religioni | Cristianesimo;1084;Jacobelli ;Michele.;Il sacramento inscritto nei secoli.;Il lavoro, il dolore, l'amore incontro al sacrificio della redenzione. Firenze. Libreria Fiorentina 1949, 8°, pp. 220.;€ 12;
Religioni | Cristianesimo;1085;Laurentin;René.;Bernadetta vi parla.;Milano. Paoline 1986, 8°, pp. 574, con 89 ill. bn ft. Leg. edit., sovracc. ill. ;€ 10;
Religioni | Cristianesimo;1086;Levi;Virgilio (a cura).;Di fronte alla contestazione.;Testi di Paolo VI. Milano. Rusconi 19870, 16°, pp. 378.;€ 10;
Religioni | Cristianesimo;1087;Mazzolari;Primo.;La Samaritana.;Vicenza. Locustab 1967, 16°, pp. 122. Firma d'app.;€ 12;
Religioni | Cristianesimo;1088;Moretto;Giovanni.;Sulla traccia del religioso.;Napoli. Guida  1987, 8°, pp. 334.;€ 10;
Religioni | Cristianesimo;1089;Nichols;Aidan.;Yves Congaur.;Milano. Paoline 1991, 8°, pp. 296. Leg. edit., sovracc. ill.;€ 12;
